No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
324,"G06F3/06,301",2,記録担体の入出力制御,この分類には付与しない。下位の適切な分類に付与すること。,-,5B065
325,"G06F3/06,301@A",0,接続制御一般；入出力装置の起動，切離し〔ｃｆ．Ｆ１３〕,記憶担体と電子計算機との間の接続制御技術一般に付与する。雑多の文献が入っている。,５Ｂ１１４他 周辺装置のためのプログラム制御はG06F13/10以下。相互接続のための接続要求は G06F13/14,5B065
326,"G06F3/06,301@B",1,多重制御〔，例．オフラインサ－チ〕；割込み〔一般，Ｆ９〕,"G06F3/06,301@C-Eに分類されない事項及びそれらに共通する事項。 [キーワード] 割込み信号の発生、オフライン・サーチ、オフライン・シーク、並列処理一般シークとデータ転送の並列動作は302@B エラー処理とデータ転送の並列動作は305","バッファ・メモリ （G06F3/06,301@R-U）。シークとデータ転送の並列動作 （G06F3/06,302@B）。磁気テープ装置に特有のオフライン・サーチ （G06F3/06,303@B）。エラー処理とデータ転送の並列動作（G06F3/06,305@A）,エラー処理の態様によってはG06F3/06,305@Gも参照。 エラー処理とデータ転送の並列動作（G06F3/06,305@A）,エラー処理の態様によってはG06F3/06,305@Gも参照。",5B065
327,"G06F3/06,301@C",2,接続占有制御；クロスコ－ル〔；外部記憶装置共用〕,"下位のＦＩ（G06F3/06,301@E)に包含されない接続占有制御に係る技術 [キーワード] 多重アクセス要求の受付け、アクセス抑止、リザーブ識別、仕事の委譲、外部記憶装置共用一般、占有単位、占有開始、中断、解除 etc。 占有装置障害時における占有解除は306@Z","占有装置障害時における占有解除（G06F3/06,306@Z）。多プロセッサからの占有制御一般（G06F15/16）。 ５Ｂ０２G06F15/16多プロセッサからの占有制御",5B065
328,"G06F3/06,301@E",3,優先制御，優先順位変更；デツドロツク回避；バスア－ビタ,"ＦＩ名称には残っているが、デッドロック関連技術はG06F3/06,301@Cへ （将来的にデットロックを避けてある）負荷分散等","転送における優先制御 （G06F13/362以下、G06F13/368以下）。割込制御における優先制御（G06F9/46,320以下）。 ５Ｂ０６１G06F13/362 ５Ｂ０１G06F9/46,320割込制御での優先制御",5B065
329,"G06F3/06,301@F",1,入出力コマンドの処理〔Ｆ１３優先〕,この分類は主分類とはならない。G06F13/10以下で担当 起動命令の処理、命令変換、命令数の拡張、ＣＣＷの処理、コマンド待機、コマンド先取り、間接コマンド方式、コマンド・アドレス変換 etc。 アクセスの為のアドレス変換は301@K アクセス時間短縮のためのコマンド先取りは302@B,"５Ｂ０１４G06F13/10,340周辺装置のためのプログラム制御（G06F13/10-12）。アクセスの為のアドレス変換（G06F3/06,301@K）。アクセス時間短縮のためのコマンド先取り（G06F3/06,302@B）",5B065
330,"G06F3/06,301@G",1,入出力制御装置〔ｃｆ．Ｆ１３〔，例．ＤＭＡチヤネル，Ｆ１３；モ－ドによつて異なる動作をするもの，Ｙ〕〕,「入出力制御装置のＩＣ化」を含む。 モードによって異なる動作をするように制御するもの301@Y,"５Ｂ０１４G06F13/12モードによって異なる動作をするように制御するもの（G06F3/06,301@Y）。 入出力制御装置一般（G06F13/12）。",5B065
331,"G06F3/06,301@H",1,マイクロプログラム制御〔ｃｆ．Ｆ９／２２〕,マイクロプログラム技術を入出力制御に用いるもの。基本的にG06F9/22が主、本ＦＩは副,５Ｂ０１G06F9/22マイクロプログラム制御。,5B065
332,"G06F3/06,301@J",1,アクセス方式；シ－ク制御；Ｒ，Ｗ制御；記録担体のエリア管理〔ｃｆ．Ｆ１２／００，３０１〕,"G06F3/06,301@K-Xに分類されない事項及びそれらに共通する事項。 【キーワード】 シーク制御、例.シリンダーへのヘッド位置づけ、ヘッドのシリンダ位置情報の収集、再書込み、ブロック・エンドの検出、1ワードを複数ディスクに分類させるもの、エンドレス・タイプの最終レコードの処理、アクセス制御情報にかんするもの、サイズ交換","５Ｑ０１G11B動的情報記録優先。 「G11B」優先。転送終了検知のためのデータ・エンドの探知（G06F3/06,301@M）。データ転送時におけるサイズ変換 （G06F3/06,301@N）。可変長語の最終語の検知の為のワード・エンドの検出 （G06F3/06,301@V）。異種フォーマット装置間転送 （G06F3/06,301@X）。アクセス・モード、記録密度制御 （G06F3/06,301@Y）。",5B065
333,"G06F3/06,301@K",2,アドレシング,アドレス変換、アドレス割付け、アドレス管理テーブル etc。 アドレス管理テーブルのディスク上への書き込み,I/O選択は301@A,5B065
334,"G06F3/06,301@L",2,サ－チ制御,回転位置の検出、飛び越しサーチ、内容サーチ、キー・サーチ、アドレス照合タイミング、ヘッド選択、検索されたデータのアドレスの格納 etc。,オフライン・サーチは301@B。 可変長語の処理は301@V。 アクセス時間短縮の為の飛び越しサーチは302@E（なお301@Rも参照）,5B065
335,"G06F3/06,301@M",2,デ－タ転送制御〔，例．転送タイミング，プロトコル〕；デ－タ転送の開始，終了，中断〔ｃｆ．Ｆ１３〕,G06F13/00以下の諸分類が主、本分類には副。 転送制御情報の処理、異種タイプの媒体が接続されている場合の転送制御、転送タイミング、同期化、プロトコル・データ転送に付随するアドレス操作、セクタ・バッファーを不要とするもの、媒体装填の検出による自動転送開始、トラック間転送,"５Ｂ１１４入出力制御 ５Ｂ０６１バス制御 ５Ｂ０７７情報転送 ５Ｂ０８９データ通信 G06F13/00以下の諸分類が優先。転送終了結果の報告はG06F3/06,301@A。 占有はG06F3/06,301@E。 アドレス操作一般はG06F3/06,301@FかG06F3/06,301@K。 バッファ・メモリを介するものはG06F3/06,301@R-U。媒体のタイプ別似よる転送制御はG06F3/06,301@Y。 バッファ・メモリを介する転送と介さない転送のいずれのモードも可能なものはG06F3/06,302@A",5B065
336,"G06F3/06,301@N",3,デ－タ転送単位；デ－タ転送単位の変換；転送デ－タの変換，演算,"データ挿入、編集、ソート、ビット変換 etc。 フォーマット長変換 一般分類はG06F7/00以下。 直並列変換はG06F3/06,301@R。 変換操作のためのバッファ・メモリはG06F3/06,301@S","５Ｂ０２２G06F7/ 一般分類はG06F7/00以下。直並列変換はG06F3/06,301@R。 変換操作のためのバッファ・メモリはG06F3/06,301@S。",5B065
337,"G06F3/06,301@P",3,デ－タ転送方式,転送データの種類によって転送先をきめるもの。,"５Ｋ光ケーブル ５Ｂ０８９他G06F13/00 ５Ｎ０１G06F12/02,580@A記憶領域管理",5B065
338,"G06F3/06,301@R",3,バツフア－メモリを介するもの；直並列変換〔ｃｆ．Ｆ５〕,MDとMTの共通制御のためにバッファー・メモリをもうけるもの、MD上にバッファー・メモリを設けるもの、相手がビジーのとき一旦バッファー・メモリに入れておくもの、飛び越し転送情報の残りをバッファー・メモリに入れておくもの、単なる「ディスクのバッファメモリー」は本分類だが、「キャッシュ」のアーキテクチャ等につてはＧ０６Ｆ１２／０８，「バッファ」のアルゴリズムは５Ｂ０９７が主分類になる。 バッファーメモリの一般分類は５Ｂ０７７,"５Ｂ０９７G06F5/00。 ５Ｂ０７７G06F13/38,310、 ５Ｂ０９７G06F5/06バッファ ５Ｎ０１G06F12/08階層構造のメモリシステム、キャッシュ 直並列変換一般はG06F5/00。 高速アクセスのためにバッファー・メモリをもちいるものはG06F3/06,302@A。 バッファー・メモリを用いてエラー処理とデータ転送の並列処理を行うものはG06F3/06,305@A。 なお、飛び越し転送については、G06F3/06,301@Lも参照。",5B065
339,"G06F3/06,301@S",4,バツフア－メモリ管理〔，例．バツフア－メモリに対する，Ｒ／Ｗ制御，バツフア－メモリにおけるデ－タ操作，バツフア－メモリのエリア管理一般，バツフア－・チエ－ン〕,"バッファー・メモリ・エリア管理に関する一般分類。 バッファー・メモリを用いるデータ・サイズ変換、バッファー・メモリ・チェーニング etc。 転送サイズ変換一般はG06F3/06,301@N。バッファー・メモリ容量の設定はG06F3/06,301@R。 　バッファメモリ上でのデータの操作（パリティ付与、チェック等）に特徴あれば積極的に付与","転送サイズ変換一般はG06F3/06,301@N。 バッファー・メモリ容量の設定はG06F3/06,301@R。 バッファメモリの一般分類はG06F13/38,310、G06F5/06",5B065
340,"G06F3/06,301@T",5,バツフア－メモリ空き管理，充満度管理,バッファの空きの度合いにより、書き込みor読み出しの制御をするもの。オーバーラン、アンダーラン管理,"転送サイズ変換一般はG06F3/06,301@N。 バッファー・メモリ容量の設定はG06F3/06,301@R。 バッファメモリの一般分類はG06F13/38,310、G06F5/06",5B065
341,"G06F3/06,301@U",5,複数列または複数段バツフア－メモリの管理；それらの切り替え使用,-,"バッファー・チェーニングはG06F3/06,301@S",5B065
342,"G06F3/06,301@V",3,可変長語の処理，長さ変換；部分書き込みアクセス〔ｃｆ．Ｆ１２／０４〕,可変長データの処理一般はG06F7/00、可変長データを有するファイルシステム、データベースに関する処理についてはG06F16/13が主分類。 区切りバイトの検知、最終バイトの検知 etc。,"５Ｂ０２２G06F7/00 ５Ｎ G06F16/00ファイルシステム、データベース ５Ｎ G06F12/04メモリシステム 転送データのサイズ変換はG06F3/06,301@N。 区切り、最終バイトの検知についてはG06F3/06,301@JやG06F3/06,301@Mも参照のこと",5B065
343,"G06F3/06,301@W",4,デ－タの圧縮，復元〔回復〕,ファイル単位の圧縮、展開処理はG06F16/174が主分類。あくまで、圧縮ディスク等のディスク・領域全体に圧縮処理がされるもののみに付与。 重複排除（データブロックの重複排除など）もデータ圧縮の一種であり、この分類に付与。,５Ｎ　G06F16/174ファイルシステムによる冗長性の除去,5B065
344,"G06F3/06,301@X",3,外部記憶装置間のデ－タ転送,２個以上の外部記憶装置間でデータの転送を行うもの。,"５Ｎ　ファイル転送はG06F16/182,100 ５Ｂ０８９他G06F13/00",5B065
345,"G06F3/06,301@Y",1,動作モ－ド制御，例．転送モ－ド制御，記録密度制御,「記録フォーマットにより動作モードを切り替えるもの」、 「インターフェースの幅を切り替えるもの」 etc。,"可変長語－固定長語の相互変換はG06F3/06,301@V。 単なるフォーマット変換はG06F3/06,301@Z。 フォーマット化の可否はG06F3/06,301@H",5B065
346,"G06F3/06,301@Z",0,その他のもの，例．初期化，〔入出力エミユレ－ト，〕ボリユ－ム管理〔，マウント／デマウント，オ－トチエンジヤ〕,"ボリューム管理、例.ＡＶＲ,ボリューム識別名入力、ボリューム・マウント管理、ラベル管理；ボリューム管理データ及びその処理、例.ボリューム管理データの表示、印字 ボリューム管理に本ＦＩを必ず付与、交換媒体の時は５５０も 非付与：課金管理 チェンジャ型はここが主","５Ｎ　G06F16/13,100ボリューム管理 ボリューム世代管理はG06F3/06,304@B。 ラベル比較を行うものはG06F3/06,304@J。 仮想ボリューム管理はG06F3/08@E､G06F16/13,100､G06F16/188、G06F13/12,330@P､ SANにおけるストレージの仮想化はG06F13/10,340@A。 ボリューム上のデータ・セットの管理はG06F12/00,501以下。 ボリューム割り当てはG06F12/00,501@B",5B065
347,"G06F3/06,302",3,アクセス時間短縮制御,５Ｂ０６５では、バッファとキャッシュは技術として明確に区別して使用。 バッファは緩衝制御（３０１）、キャッシュは階層記憶としての先読み等の技術（３０２若しくは１２／０８）、明細書の文言が技術的にどちらを指すか区別して付与すること。  この分類には付与せず、下位の適切な分類に付与すること。,-,5B065
348,"G06F3/06,302@A",0,バツフア－メモリを用いるもの，例．読取りデ－タの先取り〔デイスク・キヤツシユ，Ｆ１２／０８，３２０〕；〔高速アクセスのための〕仮想入出力〔仮想シ－クＺ〕,"アクセス時間短縮のためにキャッシュ・メモリを用いるもの。 G06F3/06,301@R-Uも同時付与を検討。 　主メモリとの階層記憶として見せるディスクキャッシュはG06F12/08が主分類、バッファーのアルゴリズムに関する文献にはG06F5/06が主、単なるディスクキャッシュは本分類  ファイル単位のキャッシュはG06F16/172が主分類。分散キャッシュについてはG06F16/182が主分類 キャッシュ・メモリ内における所望データの存否、バッファーキャッシュ・メモリ内データの有効.無効化、読みとりデータの先取り etc。 　シーク完了の予通知は「G06F3/06,302@B」 　記録担体へのＩ／Ｏバッファー→3/06,301、主メモリと階層記憶と見なせるキャッシュ→5B005","５Ｎ０１G06F12/08ディスクキャッシュ ５Ｂ０９７G06F5/06バッファ ５Ｎ　G06F16/00ファイルシステム ５Ｂ０７７G06F13/38シーク完了の予通知は 「G06F3/06,302@B」。",5B065
349,"G06F3/06,302@B",0,多重処理；コマンドの先取り,シークとデータ転送の並列動作、シーク完了の予通知等,"５Ｂ０３４G06F11/16制御装置多重処理 ５Ｂ０１８G06F12/16,310メモリの多重化 G06F12/08,519競合処理、同時処理 ５Ｂ０１４G06F13/10,330@Aデータ・イベント管理（先取り）",5B065
350,"G06F3/06,302@D",1,多重シ－クまたはサ－チ；インタ－リ－ブ方式,"シークorサーチが並行に進行するもの。 オフライン・シークorサーチはG06F3/06,301@B","５Ｂ０１８G06F12/08,511@Dインターリーブ（並列的構造）",5B065
351,"G06F3/06,302@E",1,処理順序の変更；デ－タの再配列〔デ－タの再配列はＪに移行〕,"セクタのアクセス順序等、ディスクフォーマットレベルのアクセス順序に関するもののみに分類付与。 また、一般に領域管理に関するものはG06F16/13優先。ファイル、データベースのアクセス処理については全てG06F16/17が主分類。 処理要求をシリンダー順に処理するもの、 飛び越しアクセス,例.奇数群セクターの終了後偶数群セクターを処理するもの etc。",５Ｎ　G06F16/00ファイルシステム,5B065
352,"G06F3/06,302@H",2,ロ－ルモ－ド方式,転送単位の（先頭ではない）途中から転送処理をするもの。,"５Ｂ０１４G06F13/12,330。",5B065
353,"G06F3/06,302@J",0,アクセス時間短縮のためのデ－タ配列，フオ－マツト,ディスクフォーマットレベルの配置順序に関するもの。ファイル、データベースの再編成、デフラグ的なものは全てG06F16/00以下のファイルシステム関連が主分類なので取ってはならない。 また、一般に領域管理に関するものはG06F16/13優先。 飛び越し記録、グループ化、 使用頻度の高い順に並べて記録するもの、再配列 etc。,５Ｎ G06F16/00ファイルシステム,5B065
354,"G06F3/06,302@Z",0,その他のもの〔，例．仮想シ－ク，ヘツド多重，デ－タ多重〕,「ヘッド多重」、「固定・可動ヘッド方式」、「ボリューム多重」、「データ多重」、「領域の固定をしないもの」、「アクセス時間短縮のための読み飛ばし」、「アクセス時間短縮のための仮想ヘッド、仮想シーク」 etc。,"シーク完了の予通知はG06F3/06,302@B。 CPUによらない自己シーク開始はG06F3/06,302@B。 クロスコールのための装置の多重化はG06F3/06,301@C。 その他、G06F3/06,301@TやF3/08@Eも必要に応じ参照",5B065
355,"G06F3/06,303",3,磁気テ－プ装置に特有の入出力制御,Ｉ／Ｏ動作として磁気テープ固有の制御に付与。 この分類は付与せず、下位の適切な分類に付与すること。,-,5B065
356,"G06F3/06,303@B",0,磁気テ－プ装置のための多重処理；オフラインアクセス，オフライン巻き戻し,-,-,5B065
357,"G06F3/06,303@C",0,磁気テ－プ装置へのアクセス,"G06F3/06,303@E-Gに分類されない事項及びそれらに共通する事項。［キーワード］目的位置まで高速、以降通常速度で駆動するもの。 テープ上のフォーマットはG06F3/06,303@Z",-,5B065
358,"G06F3/06,303@E",1,磁気テ－プ装置とのデ－タ転送制御,テープ・チェーニング、バッファー・メモリを介するもの、磁気テープの最終ブロックの検知 etc,"一般の記憶担体とのデータ転送制御は G06F3/06,301L,M,R-U等に散在。",5B065
359,"G06F3/06,303@G",1,磁気テ－プ装置に対するリ－ド，ライト制御,マーク、エンドブロックの書き込み、ダブルトラック型に対するもの etc。 Ｇ１１Ｂが優先,"５Ｑ０１G11B動的情報記録 テープ駆動制御はG06F3/06,303@Z。 記録密度制御はG06F3/06,301@Y。 フォーマット処理はG06F3/06,301@Z。 一般の記憶担体のリード・ライト制御はG06F3/06,301@J",5B065
360,"G06F3/06,303@J",0,カセツト・テ－プ装置のためのもの,特にカセット・テープ装置特有の入出力制御に関するものＧ１１Ｂが優先,"５Ｑ０１G11B動的情報記録テープ駆動制御 G06F3/06,303@Z",5B065
361,"G06F3/06,303@Z",0,その他のもの〔，例．磁気テ－プ装置に特有のコマンドの処理〕,"G06F3/06,303@B-Jに分類されない事項及びそれらに共通する事項。 テープ駆動、双方向駆動、磁気テープ装置に特有なコマンド処理、テープ上のフォーマット書き込み・初期化、etc。 コマンド処理一般はG06F3/06,301@F。 記録密度制御はG06F3/06,301@Y。 停電対策G06F3/06,304@Z",-,5B065
362,"G06F3/06,304",3,誤動作防止,この分類には付与せず、下位の適切な分類に付与すること。 一般化された内容を含む場合、G06F11/00以下の付与も検討すること。 誤動作防止とは言えないが、ネットワーク上のミラーリングサーバへの書き込み（アクセス時間短縮）等にも＠Ｆを付与している。,５Ｂ０８３ＩＯ系ＲＡＳ ５Ｂ０１G06F11/00エラ処理 ５Ｎ０１G06F12/16記憶装置の信頼性向上 ５Ｑ０１G11B動的情報記録,5B065
363,"G06F3/06,304@B",0,多重化によるもの〔，例．多重装置へのアクセス；部分多重〕；ボリユ－ム世代管理〔フアイル世代管理，Ｆ１２／００・３０２〕,多重化により誤動作防止を行うもの。,５Ｎ　G06F16/11ファイルシステム管理 ５Ｂ　G06F11/　冗長化,5B065
364,"G06F3/06,304@E",1,二重書込み，読取り,同時に多重に書き込んで信頼性を維持するもの。,"高速アクセスのためのもの（G06F3/06,302@Z） クロック二重（G06F3/06,306@Z) G06F11/14、G06F11/16",5B065
365,"G06F3/06,304@F",1,コピ－〔「異種フオ－マツト間のコピ－」を含む〕；バツクアツプ処理，その更新,"異種ファイルシステム間のコピー、変換（コンバート）処理、異種分散等はG06F16/17,100（ファイルの変換）G06F16/182以下（分散ファイルシステム）を優先すること。 ２重化のためのコピ－は＠F 「異種フォーマット間のコピー」を含む（G06F3/06,301@Zを参照）。「コピー自動化」、「コピー時の障害処理」、「バックアップ・データの検証」etc。 コピー・プロテクション（G06F3/06,304@M） 他にもG06F3/06,301@E、G06F3/06,301@Xなども参照",５Ｎ　G06F16/11ファイルシステム管理 ５Ｎ０１G06K1/16なども参照,5B065
366,"G06F3/06,304@H",0,プロテクシヨン一般〔ｃｆ．Ｆ１２／１４〕,「有資格者判定」、「キー、パスワード」、「アクセス・プロテクト一般」、「プロテクション・モードの制御」、「プロテクトのために動作の禁止をするもの」、「プロテクト・シール方式」、「転送量が多くて収納しきれない場合のアクセス禁止」 etc。 基本的に副分類,"５Ｎ０１G06F12/14記憶装置の機密保護優先 G06F21/62,318",5B065
367,"G06F3/06,304@J",1,媒体交換，装填プロテクシヨン,”ドアの開閉”を含む。,-,5B065
368,"G06F3/06,304@K",1,ライトプロテクシヨン，例．改ざんプロテクシヨン；イニシヤライズプロテクシヨン,ライトプロテクションを行う技術に対して付与。,-,5B065
369,"G06F3/06,304@M",1,コピ－プロテクシヨン〔ｃｆ．Ｆ１２／１４〕,【「フォーマット変換方式によるもの」、「ビットずらしによるもの」、「ビット反転」 etc。 著作権管理にはふらない。著作権に係る媒体コピープロテックションは、９／０６、ネットワークに係るものは１３／００、ビジネスモデルは１７／６０に付与,-,5B065
370,"G06F3/06,304@N",0,監視；警告，エラ－表示；残容量表示；アクセス頻度のカウント，表示,"G06F3/06,304@P-Uに当てはまらないもの及びこれらに共通する技術 【キーワード】 転送中である旨の表示 etc。 アクセス中表示ランプもここに分類",-,5B065
371,"G06F3/06,304@P",1,エラ－情報または履歴情報のロギング；外部記憶装置の内容のダンプ,分類付与は限定的である。 ジャーナル記録一般／ダンプは、５Ｂが主分類。また、ファイル・データベース・トランザクションの更新時の履歴およびジャーナル取得は5Nが主分類。,５Ｂ０１G06F11/34監視 ５Ｎ　G06F16/11ファイルシステム管理,5B065
372,"G06F3/06,304@R",1,診断，試験；測定〔一般Ｆ１１〕,"基本的には副、主はG06F12/16,330 G06F3/06,304@T-Uに分類されない事項及びそれらに共通する事項。 【キーワード】 「チェック・パターンの発生」、「実行時間の測定」 etc。","５Ｎ０１G06F12/16,330メモリ・システムでの試験診断 ５Ｂ０１G06F11/22計算機の試験診断の一般分類 ５Ｂ０１G06F11/08,320パリティ・チェッカ等の試験診断",5B065
373,"G06F3/06,304@T",2,擬似〔手法を用いる〕診断，試験,"基本的には副、主はG06F12/16,330 【キーワード】 「チェック・パターンの発生」、「実行時間の測定」 etc。","５Ｎ０１G06F12/16,330メモリ・システムでの試験診断 ５Ｂ０１G06F11/22計算機の試験診断の一般分類 ５Ｂ０１G06F11/08,320パリティ・チェッカ等の試験診断",5B065
374,"G06F3/06,304@U",2,チエツク，試験回路の診断，試験,"基本的には副、主はG06F12/16,330 【キーワード】 「チェック・パターンの発生」、「実行時間の測定」 etc。","５Ｎ０１G06F12/16,330メモリ・システムでの試験診断 ５Ｂ０１G06F11/22計算機の試験診断の一般分類 ５Ｂ０１G06F11/08,320パリティ・チェッカ等の試験診断",5B065
375,"G06F3/06,304@Z",0,その他のもの〔，例．デ－タ退避〕,"エラー発生防止のその他 記憶装置の信頼性向上の為のバックアップは5Nが主分類 通常のファイルのバックアップについてはG06F16/11 　節電、電源についてはG06F3/06@\を仮に付与している。 「停電対策」、「劣化対策一般」、「地震対策」、「データ退避」、「データ回復一般（例.データ回復の為の操作ガイダンス etc）」、「外部記憶装置の二重選択防止」 etc。 シーク・エラー対策はG06F3/06,305@A",５Ｎ０１G06F12/16記憶装置の信頼性向上 ５Ｎ　G06F16/00ファイルシステム,5B065
376,"G06F3/06,305",4,エラ－対策,この分類には付与せず下位の適当な分類に付与。 エラー処理,５Ｂ　G06F11/00　エラー検出；エラー訂正；監視,5B065
377,"G06F3/06,305@A",0,エラ－検出，処理,記憶装置の信頼性向上のためのものはG06F12/16が主分類。 「動作シーケンスのチェック」、「指定されたコマンド数を実行したか否かのチェック」、「アドレスバウンダリィ・チェック」、「タイミング・エラー検出」、「トラック・ネーム異常の検出」、「エラー検出とデータ転送の並列処理」,５Ｎ０１G06F12/16記憶装置の信頼性向上,5B065
378,"G06F3/06,305@C",1,デ－タの表現に冗長性をもたせたもの,"ＲＡＩＤのデータ冗長表現による信頼性確保や、同一データの多重化を含む。ＲＡＩＤは複数の記憶装置を用いるため G06F3/06,540アレイ も付与する。 ＲＡＩＤのパリティについては、“G06F11/10,676 ストレージの冗長アレイにパリティを利用するもの，例．ＲＡＩＤシステム”が主分類。 メモリの信頼性向上のためのものはG06F12/16が主分類。 「アドレス・データの多重化」 「誤り訂正セクタ」","５Ｎ０１ G06F12/16,320 メモリ内容破壊対抗。 ５Ｂ０１ G06F11/10,676 ストレージの冗長アレイにパリティを利用するもの，例．ＲＡＩＤシステム。",5B065
379,"G06F3/06,305@D",1,リ－ドアフタ－ライト；バイト数チエツク；返送照合方式〔Ｇ１１Ｂ優先〕,記憶装置の信頼性向上のためのものは5Nが主分類。 指定されたコマンド数を実行したか否かのチェックは305@A,５Ｎ０１G06F12/16記憶装置の信頼性向上 ５Ｑ０１G11B動的情報記録優先,5B065
380,"G06F3/06,305@F",1,エラ－検出後の処理，例．エラ－解析，修正〔Ｃ優先〕,"記憶装置の信頼性向上のためのものはG06F12/16が主分類 G06F3/06,305@Cが優先。エラーの表示やロギングは G06F3/06,304@NG06F3/06,304@P",５Ｎ０１G06F12/16記憶装置の信頼性向上,5B065
381,"G06F3/06,305@G",2,エラ－処理を後回しにするもの,"記憶装置の信頼性向上技術一般はG06F12/16が主分類。 「エラー・データ転送後にエラー処理を行うもの」、「回転待ち時間中にエラー処理を行うもの」 多重処理はG06F3/06,301@B",５Ｎ０１G06F12/16記憶装置の信頼性向上,5B065
382,"G06F3/06,305@H",2,エラ－報告〔エラ－情報の収集，Ｆ３／０６，３０４Ｐ〕,"エラー情報の収集一般はG06F11/34が主分類。 　G06F3/06,304@P（エラー情報の収集）も参照。",５Ｂ０１G06F11/34監視,5B065
383,"G06F3/06,305@K",2,リトライ〔再実行〕,「実行条件の変更」、「リトライ後の処理」 etc。,-,5B065
384,"G06F3/06,305@M",3,リポジシヨニング〔Ｇ１１Ｂ優先〕,リトライの際にシークやテープの位置合わせ等のやり直しを行うもの （ヘッドの位置が微妙に変化し、成功する場合がある。）,５Ｑ０１「G11B」動的情報記録優先。,5B065
385,"G06F3/06,305@Z",0,その他のもの,"G06F3/06,305@A-Mに分類されない事項及びそれらに共通する事項。「エラー処理の場所」、「コマンド有効性のチェック」、「外乱除去」、「エラーの発生しにくい方式」、「エラー処理をしやすくするための工夫」、「1ワードを複数のディスクに分散するもの」、「スキュー対策」、「チェック回路の配置」、「データ転送欠落対策」",５Ｑ０１「G11B」動的情報記録優先,5B065
386,"G06F3/06,306",4,障害対策,この分類には付与せず、下位の適当な分類に付与。 記憶装置の信頼性向上技術一般はG06F12/16が主分類。 障害発生後の対策技術,５Ｎ０１　G06F12/16　記憶装置の信頼性向上 ５Ｂ　G06F11/00 エラー検出；エラー訂正；監視,5B065
387,"G06F3/06,306@B",0,障害箇所，例．不良トラツク，の検出，代替,"G06F3/06,306@F-Kに分類されない事項及びそれらに共通する事項。「欠陥長さの検出」、「代替トラックの割当て」、「不良トラックに代替トラックのアドレスを記録しておくもの」、「代替単位」、「代替トラックの再割当て」、「データの並べ替えによるもの」、「未使用セクターの使用」 etc。","５Ｎ０１G06F12/16,310メモリシステムの代替 ５Ｂ０１G06F11/16メモリシステムの代替 ５Ｑ０１静的記憶装置の代替G11C29/00 ５Ｑ０１G11B動的情報記録 ５Ｎ０３静的記憶装置の代替はG11C29/00",5B065
388,"G06F3/06,306@F",1,次トラツクを代替トラツクとするもの,もっとも近いトラックを代替トラックとするものに付与。 必ずしも「次」である必要はない。,"５Ｎ０１G06F12/16,310メモリシステムの代替 ５Ｂ０１G06F11/16メモリシステムの代替 ５Ｑ０１静的記憶装置の代替G11C29/00 ５Ｑ０１G11B動的情報記録 ５Ｎ０３静的記憶装置の代替はG11C29/00",5B065
389,"G06F3/06,306@H",1,代替トラツクを別個の記憶装置で構成するもの,代替記憶領域を、別個の記憶装置上に設けるもの。 例：ＨＤＤの不良トラックの代替に他のＨＤＤとか、半導体記憶装置とかを設けるもの。アレイ等のスペアＤＩＳＫ,-,5B065
390,"G06F3/06,306@K",1,管理テ－ブル，例．アドレス変換テ－ブル，を持つもの,管理テーブルの修復をふくむ。,-,5B065
391,"G06F3/06,306@Z",0,その他のもの〔，例．摩耗対策一般，欠陥部回避，エラ－デ－タの強制書込み〕,"G06F3/06,306@B-Kに分類されない事項及びそれらに共通する事項。「障害検出処理一般」、「障害媒体交換」、「再構成一般」、「障害部へのアクセス禁止」、「異常走行防止」、「クロック二重」、「障害部の切り離し」、「バイパス、欠陥セクター・スキップ」、「欠陥領域の積極的使用」、「障害装置による""占有""の正常他装置への引継」 障害部の切り離しについてはG06F3/06・304Bも参照。 摩耗対策についてはG06F3/06,304@NやG06F3/06,304@Pも参照。 障害発生前の劣化対策一般はG06F3/06,304@Z",-,5B065
392,"G06F3/06,540",3,アレイ構成,"基本的に副専用、課題に照らして、主を振り、ＦＩの掛け合わせで検索できるようにする。 主はG06F3/06,305@CあるいはG06F3/06,304@B等 G06F3/06,301@J-Z、302@Dはアレイ構成に対しては付与不要 高速化のためのもの（G06F3/06,302@A-Z）。 信頼性の向上のためのもの（G06F3/06,304-306）。",５Ｄ０７２G11B17/22-30ディスクのオートチェンジャ,5B065
393,"G06F3/06,550",3,交換媒体管理,"交換される記憶担体（フロッピィディスク等）の管理に係るもの 記憶担体のボリューム（担体の名称）の管理（G06F3/06,301@Z） 記憶担体の寿命の管理（G06F3/06,306@Zなど） あくまで媒体管理、チェンジャ技術は３０１＠Ｚ",-,5B065
